1974,California's 9th Assembly District,Nancy V. Gunn (PF),"5,451",5.77%
1974,California's 9th Assembly District,Total Votes,"94,499",100.00%
1974,California's 10th Assembly District - DEM Hold,Daniel Boatwright (D-inc),"64,817",72.18%
1974,California's 10th Assembly District,Claudia Mauzy Nemir (R),"24,983",27.82%
1974,California's 10th Assembly District,Total Votes,"89,800",100.00%
1974,California's 11th Assembly District - DEM Hold,John T. Knox (D-inc),"63,942",88.62%
1974,California's 11th Assembly District,"Theresa F. ""Tena"" Dietrich (AI)","8,207",11.38%
1974,California's 11th Assembly District,Total Votes,"72,149",100.00%
1974,California's 12th Assembly District - DEM Hold,Kenneth A. Meade (D-inc),"63,147",58.48%
1974,California's 12th Assembly District,Arthur R. Flegal (R),"44,841",41.52%
1974,California's 12th Assembly District,Total Votes,"107,988",100.00%
1974,California's 13th Assembly District - DEM Hold,John J. Miller (D),"46,738",77.65%
1974,California's 13th Assembly District,Ed Gingrich (R),"13,449",22.35%
1974,California's 13th Assembly District,Total Votes,"60,187",100.00%
1974,California's 14th Assembly District - DEM Hold,Bill Lockyer (D-inc),"49,456",79.55%
1974,California's 14th Assembly District,Alma Clark (R),"12,712",20.45%
1974,California's 14th Assembly District,Total Votes,"62,168",100.00%
1974,California's 15th Assembly District - DEM Hold,Carlos Bee (D-inc),"39,232",56.42%
1974,California's 15th Assembly District,S. Guy Puccio (R),"26,877",38.65%
1974,California's 15th Assembly District,William J. Blattner (AI),"3,429",4.93%
1974,California's 15th Assembly District,Total Votes,"69,538",100.00%
1974,California's 16th Assembly District - DEM Hold,John Francis Foran (D-inc),"32,315",71.27%
1974,California's 16th Assembly District,Norman B. Wadsworth (R),"7,076",15.61%
1974,California's 16th Assembly District,Kayren Hudiburgh (PF),"5,953",13.13%
1974,California's 16th Assembly District,Total Votes,"45,344",100.00%
1974,California's 17th Assembly District - DEM Hold,Willie Brown (D-inc),"44,847",65.47%
1974,California's 17th Assembly District,Al Graf (R),"23,655",34.53%
1974,California's 17th Assembly District,Total Votes,"68,502",100.00%
1974,California's 18th Assembly District - DEM Hold,Leo T. McCarthy (D-inc),"56,779",76.31%
1974,California's 18th Assembly District,Terence Faulkner (R),"17,631",23.69%
1974,California's 18th Assembly District,Total Votes,"74,410",100.00%
1974,California's 19th Assembly District - DEM Hold,Lou Papan (D-inc),"46,399",65.75%
1974,California's 19th Assembly District,Gilbert Rodli Jr. (R),"21,178",30.01%
1974,California's 19th Assembly District,James J. Stack (AI),"2,992",4.24%
1974,California's 19th Assembly District,Total Votes,"70,569",100.00%
1974,California's 20th Assembly District - GOP Hold,Dixon Arnett (R-inc),"56,421",63.99%
1974,California's 20th Assembly District,Sidney L. Berlin (D),"31,757",36.01%
1974,California's 20th Assembly District,Total Votes,"88,178",100.00%
1974,California's 21st Assembly District - DEM Hold,Victor Calvo (D),"47,062",67.45%
1974,California's 21st Assembly District,Clarence A. Jackson Jr. (R),"22,713",32.55%
1974,California's 21st Assembly District,Total Votes,"69,775",100.00%
1974,California's 22nd Assembly District - GOP Hold,Richard D. Hayden (R-inc),"57,263",65.69%
1974,California's 22nd Assembly District,Madge Overhouse (D),"29,903",34.31%
1974,California's 22nd Assembly District,Total Votes,"87,166",100.00%
1974,California's 23rd Assembly District - DEM Hold,John Vasconcellos (D-inc),"46,714",73.68%
1974,California's 23rd Assembly District,Steven Prader (R),"12,722",20.06%
1974,California's 23rd Assembly District,Hugh Fine (AI),"3,968",6.26%
1974,California's 23rd Assembly District,Total Votes,"63,404",100.00%
1974,California's 24th Assembly District - DEM Hold,Leona H. Egeland (D),"43,094",56.97%
1974,California's 24th Assembly District,Peter L. Tweedt (R),"29,475",38.96%
1974,California's 24th Assembly District,Phyllis M. Brady (AI),"3,079",4.07%
1974,California's 24th Assembly District,Total Votes,"75,648",100.00%
1974,California's 25th Assembly District - DEM Hold,Alister McAlister (D-inc),"45,732",73.55%
1974,California's 25th Assembly District,Jack A. Pimentel (R),"14,219",22.87%
1974,California's 25th Assembly District,Mark B. Jaco (AI),"2,228",3.58%
1974,California's 25th Assembly District,Total Votes,"62,179",100.00%
1974,California's 26th Assembly District - DEM Gain,Carmen Perino (D),"35,963",56.58%
1974,California's 26th Assembly District,"Sam ""Van"" Dyken (R)","27,599",43.42%
1974,California's 26th Assembly District,Total Votes,"63,562",100.00%
1974,California's 27th Assembly District - DEM Hold,John E. Thurman Jr. (D-inc),"40,973",64.21%
1974,California's 27th Assembly District,Vern Bacciarini (R),"22,842",35.79%
1974,California's 27th Assembly District,Total Votes,"63,815",100.00%
1974,California's 28th Assembly District - GOP Hold,Frank Murphy Jr. (R-inc),"50,163",56.13%
1974,California's 28th Assembly District,Henry L. Fuller (D),"32,509",36.38%
1974,California's 28th Assembly District,Anne P. Garni (AI),"6,695",7.49%
1974,California's 28th Assembly District,Total Votes,"89,367",100.00%
1974,California's 29th Assembly District - GOP Hold,Robert Nimmo (R-inc),"40,682",57.16%
1974,California's 29th Assembly District,Neal Royer (D),"27,372",38.46%
1974,California's 29th Assembly District,Alan Merrell Fields (PF),"3,115",4.38%
1974,California's 29th Assembly District,Total Votes,"71,169",100.00%
1974,California's 30th Assembly District - GOP Hold,Ken Maddy (R-inc),"30,694",51.06%
1974,California's 30th Assembly District,Al Villa (D),"27,238",45.31%
1974,California's 30th Assembly District,Lyle O. Cook (AI),"2,181",3.63%
1974,California's 30th Assembly District,Total Votes,"60,113",100.00%
1974,California's 31st Assembly District - GOP Hold,Ernest N. Mobley (R-inc),"47,079",60.00%
1974,California's 31st Assembly District,Elvin C. Bell (D),"29,441",37.52%
1974,California's 31st Assembly District,Floyd E. Heely (AI),"1,950",2.49%
1974,California's 31st Assembly District,Total Votes,"78,470",100.00%
1974,California's 32nd Assembly District - GOP Hold,Gordon W. Duffy (R-inc),"32,963",57.95%
1974,California's 32nd Assembly District,"William J. ""Bill"" Kennedy (D)","21,915",38.53%
1974,California's 32nd Assembly District,Glenn H. Rider (AI),"1,999",3.51%
1974,California's 32nd Assembly District,Total Votes,"56,877",100.00%
1974,California's 33rd Assembly District - GOP Gain,William M. Thomas (R),"38,611",53.85%
1974,California's 33rd Assembly District,"Raymond ""Ray"" Gonzales (D-inc)","33,094",46.15%
1974,California's 33rd Assembly District,Total Votes,"71,705",100.00%
1974,California's 34th Assembly District - DEM Gain,Larry Chimbole (D),"35,416",51.69%
1974,California's 34th Assembly District,Kenneth F. Hall (R),"28,976",42.29%
1974,California's 34th Assembly District,Jack E. Ashworth (AI),"4,123",6.02%
1974,California's 34th Assembly District,Total Votes,"68,515",100.00%
1974,California's 35th Assembly District - DEM Gain,Gary K. Hart (D),"44,042",52.43%
1974,California's 35th Assembly District,J. Tim Terry (R),"39,956",47.57%
1974,California's 35th Assembly District,Total Votes,"83,998",100.00%
1974,California's 36th Assembly District - DEM Hold,Ken MacDonald (D-inc),"49,585",68.06%
1974,California's 36th Assembly District,Sarah Heath (R),"23,269",31.94%
1974,California's 36th Assembly District,Total Votes,"72,854",100.00%
1974,California's 37th Assembly District - GOP Hold,Bob Cline (R-inc),"44,917",60.13%
1974,California's 37th Assembly District,Andrew Earl Martin (D),"29,785",39.87%
1974,California's 37th Assembly District,Total Votes,"74,702",100.00%
1974,California's 38th Assembly District - GOP Hold,Paul V. Priolo (R-inc),"51,692",55.88%
1974,California's 38th Assembly District,Betty Mann (D),"40,817",44.12%
1974,California's 38th Assembly District,Total Votes,"92,509",100.00%
1974,California's 39th Assembly District - DEM Hold,Jim Keysor (D-inc),"40,051",68.78%
1974,California's 39th Assembly District,Ronald J. Elersich (R),"16,316",28.02%
1974,California's 39th Assembly District,Hal L. Singer (PF),"1,862",3.20%
1974,California's 39th Assembly District,Total Votes,"58,229",100.00%
1974,California's 40th Assembly District - DEM Hold,Tom Bane (D),"40,537",66.84%
1974,California's 40th Assembly District,"Max C. ""Mike"" Yost (R)","20,115",33.16%
1974,California's 40th Assembly District,Total Votes,"60,652",100.00%
1974,California's 41st Assembly District - GOP Hold,Michael D. Antonovich (R-inc),"52,673",68.18%
1974,California's 41st Assembly District,Tom McQuoid (D),"23,060",29.85%
1974,California's 41st Assembly District,Jerome E. Linz (AI),"1,523",1.97%
1974,California's 41st Assembly District,Total Votes,"77,256",100.00%
1974,California's 42nd Assembly District - GOP Hold,Frank D. Lanterman (R-inc),"50,259",58.11%
1974,California's 42nd Assembly District,Norvene McBride (D),"33,470",38.70%
1974,California's 42nd Assembly District,Earl C. Harper (AI),"2,764",3.20%
1974,California's 42nd Assembly District,Total Votes,"86,493",100.00%
1974,California's 43rd Assembly District - DEM Hold,Howard L. Berman (D-inc),"56,133",64.50%
1974,California's 43rd Assembly District,Dixon R. Harwin (R),"30,897",35.50%
1974,California's 43rd Assembly District,Total Votes,"87,030",100.00%
1974,California's 44th Assembly District - DEM Hold,Alan Sieroty (D-inc),"47,822",67.81%
1974,California's 44th Assembly District,Richard L. Knickerbocker (R),"22,700",32.19%
1974,California's 44th Assembly District,Total Votes,"70,522",100.00%
1974,California's 45th Assembly District - DEM Hold,Herschel Rosenthal (D),"54,730",63.24%
1974,California's 45th Assembly District,Betty L. Mikol (R),"29,059",33.58%
1974,California's 45th Assembly District,Dan Streeter (AI),"2,755",3.18%
1974,California's 45th Assembly District,Total Votes,"86,544",100.00%
1974,California's 46th Assembly District - DEM Hold,Charles Warren (D-inc),"31,641",64.69%
1974,California's 46th Assembly District,Howard O. Watts (R),"17,272",35.31%
1974,California's 46th Assembly District,Total Votes,"48,913",100.00%
1974,California's 47th Assembly District - DEM Hold,Bill Greene (D-inc),"31,865",86.27%
1974,California's 47th Assembly District,John R. Lewis (R),"5,073",13.73%
1974,California's 47th Assembly District,Total Votes,"36,938",100.00%
1974,California's 48th Assembly District - DEM Hold,Leon D. Ralph (D-inc),"31,586",81.38%
1974,California's 48th Assembly District,Johnnie G. Neely (R),"7,229",18.62%
1974,California's 48th Assembly District,Total Votes,"38,815",100.00%
1974,California's 49th Assembly District - DEM Hold,Julian C. Dixon (D-inc),"49,138",72.71%
1974,California's 49th Assembly District,Timothy C. Riley (R),"16,585",24.54%
1974,California's 49th Assembly District,Donald Edward Keller (PF),"1,856",2.75%
1974,California's 49th Assembly District,Total Votes,"67,579",100.00%
1974,California's 50th Assembly District - DEM Hold,Curtis R. Tucker (D),"34,929",64.18%
1974,California's 50th Assembly District,John H. Holoman (R),"19,493",35.82%
1974,California's 50th Assembly District,Total Votes,"54,422",100.00%
1974,California's 51st Assembly District - GOP Hold,Robert G. Beverly (R-inc),"53,185",65.40%
1974,California's 51st Assembly District,Betty Brennan (D),"28,142",34.60%
1974,California's 51st Assembly District,Total Votes,"81,327",100.00%
1974,California's 52nd Assembly District - DEM Hold,Vincent Thomas (D-inc),"36,609",64.03%
1974,California's 52nd Assembly District,"Frederick H. R. ""Fred"" Boettcher (R)","20,569",35.97%
1974,California's 52nd Assembly District,Total Votes,"57,178",100.00%
1974,California's 53rd Assembly District - GOP Hold,Paul T. Bannai (R-inc),"25,843",50.34%
1974,California's 53rd Assembly District,Maurice Jack Mayesh (D),"25,489",49.66%
1974,California's 53rd Assembly District,Total Votes,"51,332",100.00%
1974,California's 54th Assembly District - DEM Hold,Frank Vicencia (D-inc),"29,829",72.70%
1974,California's 54th Assembly District,Vincent C. Clark (R),"11,200",27.30%
1974,California's 54th Assembly District,Total Votes,"41,029",100.00%
1974,California's 55th Assembly District - DEM Hold,Richard Alatorre (D-inc),"25,890",70.22%
1974,California's 55th Assembly District,John Miguel Feliz (R),"10,982",29.78%
1974,California's 55th Assembly District,Total Votes,"36,872",100.00%
1974,California's 56th Assembly District - DEM Hold,Art Torres (D),"16,566",100.00%
1974,California's 57th Assembly District,"Michael ""Mike"" Cullen (D)","40,356",73.47%
1974,California's 57th Assembly District,John D. Waterbury (R),"14,571",26.53%
1974,California's 57th Assembly District,Total Votes,"54,927",100.00%
1974,California's 58th Assembly District - DEM Hold,Fred W. Chel (D-inc),"46,578",52.85%
1974,California's 58th Assembly District,Sumner M. Offill (R),"38,922",44.16%
1974,California's 58th Assembly District,"Richard ""Dick"" Marshall (AI)","2,637",2.99%
1974,California's 58th Assembly District,Total Votes,"88,137",100.00%
1974,California's 59th Assembly District - DEM Hold,Jack R. Fenton (D-inc),"44,381",68.58%
1974,California's 59th Assembly District,"J. William ""Bill"" Orozco (R)","20,332",31.42%
1974,California's 59th Assembly District,Total Votes,"64,713",100.00%
1974,California's 60th Assembly District - DEM Hold,Joseph B. Montoya (D-inc),"31,308",68.99%
1974,California's 60th Assembly District,R. Bruce McPherson Sr. (R),"14,074",31.01%
1974,California's 60th Assembly District,Total Votes,"45,382",100.00%
1974,California's 61st Assembly District - GOP Hold,"John L. E. ""Bud"" Collier (R-inc)","47,833",59.24%
1974,California's 61st Assembly District,"E. D. ""Ed"" Ortell (D)","29,694",36.78%
1974,California's 61st Assembly District,Brian Scanlon (AI),"3,217",3.98%
1974,California's 61st Assembly District,Total Votes,"80,744",100.00%
1974,California's 62nd Assembly District - GOP Hold,"William H. ""Bill"" Lancaster (R-inc)","44,458",59.65%
1974,California's 62nd Assembly District,Jerry Jordan (D),"30,072",40.35%
1974,California's 62nd Assembly District,Total Votes,"74,530",100.00%
1974,California's 63rd Assembly District – R Hold/D Loss,"Robert M. ""Bob"" McLennan (R-inc)","34,229",50.19%
1974,California's 63rd Assembly District,Joe A. Gonsalves (D-inc),"31,693",46.47%
1974,California's 63rd Assembly District,Larry A. Breazeale (AI),"2,272",3.33%
1974,California's 63rd Assembly District,Total Votes,"68,194",100.00%
1974,California's 64th Assembly District - GOP Hold,"William P. ""Bill"" Campbell (R-inc)","42,494",57.55%
1974,California's 64th Assembly District,"Charles ""Chuck"" Bauer (D)","31,340",42.45%
1974,California's 64th Assembly District,Total Votes,"73,834",100.00%
1974,California's 65th Assembly District - DEM Hold,Bill McVittie (D),"27,676",49.06%
1974,California's 65th Assembly District,Pete J. Vander Poel (R),"26,444",46.88%
1974,California's 65th Assembly District,Bill Vogel (AI),"2,293",4.06%
1974,California's 65th Assembly District,Total Votes,"56,413",100.00%
1974,California's 66th Assembly District - DEM Hold,Terry Goggin (D),"36,275",72.07%
1974,California's 66th Assembly District,"Tamara J. ""Tammy"" Wolfinbarger (R)","14,060",27.93%
1974,California's 66th Assembly District,Total Votes,"50,335",100.00%
1974,California's 67th Assembly District - GOP Hold,Jerry Lewis (R-inc),"47,053",58.71%
1974,California's 67th Assembly District,Ray Johnson (D),"29,684",37.04%
1974,California's 67th Assembly District,Bernard Wahl (AI),"3,402",4.25%
1974,California's 67th Assembly District,Total Votes,"80,139",100.00%
1974,California's 68th Assembly District - DEM Hold,"Walter M. ""Walt"" Ingalls (D-inc)","44,398",68.35%
1974,California's 68th Assembly District,"Edwin G. ""Ed"" Shepard (R)","20,557",31.65%
1974,California's 68th Assembly District,Total Votes,"64,955",100.00%
1974,California's 69th Assembly District - GOP Hold,John V. Briggs (R-inc),"42,677",52.01%
1974,California's 69th Assembly District,Jack K. Mandel (D),"36,017",43.89%
1974,California's 69th Assembly District,Albert Solomon (AI),"3,366",4.10%
1974,California's 69th Assembly District,Total Votes,"82,060",100.00%
1974,California's 70th Assembly District - GOP Hold,Bruce Nestande (R-inc),"54,668",63.43%
1974,California's 70th Assembly District,Donald William Endresen (D),"27,941",32.42%
1974,California's 70th Assembly District,A. Neal De Gaston (AI),"3,575",4.15%
1974,California's 70th Assembly District,Total Votes,"86,184",100.00%
1974,California's 71st Assembly District - DEM Gain,Paul B. Carpenter (D),"37,060",51.41%
1974,California's 71st Assembly District,"Robert ""Bob"" Bark (R)","31,678",43.94%
1974,California's 71st Assembly District,Donald J. Swenson (AI),"3,350",4.65%
1974,California's 71st Assembly District,Total Votes,"72,088",100.00%
1974,California's 72nd Assembly District - DEM Hold,Richard H. Robinson (D),"36,830",56.66%
1974,California's 72nd Assembly District,Marlin McKeever (R),"23,084",35.51%
1974,California's 72nd Assembly District,Richard C. Adams (AI),"5,091",7.83%
1974,California's 72nd Assembly District,Total Votes,"65,005",100.00%
1974,California's 73rd Assembly District - GOP Hold,Robert H. Burke (R-inc),"48,964",50.84%
1974,California's 73rd Assembly District,Dennis Mangers (D),"47,344",49.16%
1974,California's 73rd Assembly District,Total Votes,"96,308",100.00%
1974,California's 74th Assembly District - GOP Hold,Robert E. Badham (R-inc),"70,418",65.11%
1974,California's 74th Assembly District,Sueanne Currie Lewis (D),"37,735",34.89%
1974,California's 74th Assembly District,Total Votes,"108,153",100.00%
1974,California's 75th Assembly District - DEM Gain,Tom Suitt (D),"40,561",50.90%
1974,California's 75th Assembly District,"Raymond T. ""Ray"" Seeley (R-inc)","39,132",49.10%
1974,California's 75th Assembly District,Total Votes,"79,693",100.00%
1974,California's 76th Assembly District - GOP Hold,William A. Craven (R-inc),"78,613",65.94%
1974,California's 76th Assembly District,"Ernestine ""Ertsi"" Smith (D)","40,600",34.06%
1974,California's 76th Assembly District,Total Votes,"119,213",100.00%
1974,California's 77th Assembly District - DEM Hold,Bob Wilson (D-inc),"55,921",59.39%
1974,California's 77th Assembly District,Mile Bollman (R),"35,745",37.96%
1974,California's 77th Assembly District,Alfred W. Smith (AI),"2,498",2.65%
1974,California's 77th Assembly District,Total Votes,"94,164",100.00%
1974,California's 78th Assembly District - DEM Hold,Lawrence Kapiloff (D-inc),"52,519",62.34%
1974,California's 78th Assembly District,Rod Smith (R),"28,980",34.40%
1974,California's 78th Assembly District,James E. Hicks (AI),"2,753",3.27%
1974,California's 78th Assembly District,Total Votes,"84,252",100.00%
1974,California's 79th Assembly District - DEM Hold,"Peter R. ""Pete"" Chacon (D-inc)","32,547",62.30%
1974,California's 79th Assembly District,Jesse L. Albritten (R),"17,199",32.92%
1974,California's 79th Assembly District,Bruce Emery (AI),"2,500",4.79%
1974,California's 79th Assembly District,Total Votes,"52,246",100.00%
1974,California's 80th Assembly District - DEM Hold,Wadie P. Deddeh (D-inc),"42,855",69.90%
1974,California's 80th Assembly District,Norm Ross (R),"15,547",25.36%
1974,California's 80th Assembly District,George A. Bomher (AI),"2,903",4.74%
1974,California's 80th Assembly District,Total Votes,"61,305",100.00%
1972,California's 1st Senate District - DEM Hold,Randolph Collier (D-inc),"132,770",66.31%
1972,California's 1st Senate District,Henry K. Rogers (R),"48,398",24.17%
1972,California's 1st Senate District,Toni Novak-Sutley (PF),"19,044",9.51%
1972,California's 1st Senate District,Total Votes,"200,212",100.00%
1972,California's 3rd Senate District - GOP Gain,Clare L. Berryhill (R),"95,260",50.33%
1972,California's 3rd Senate District,Ernest LaCoste (D),"93,994",49.67%
1972,California's 3rd Senate District,Total Votes,"189,254",100.00%
1972,California's 5th Senate District - DEM Hold,Albert S. Rodda (D-inc),"136,257",69.72%
1972,California's 5th Senate District,David R. McKinley (R),"59,165",30.28%
1972,California's 5th Senate District,Total Votes,"195,422",100.00%
1972,California's 7th Senate District - GOP Hold,John A. Nejedly (R-inc),"159,061",62.73%
1972,California's 7th Senate District,"Minot W. ""Mike"" Tripp Jr. (D)","94,488",37.27%
1972,California's 7th Senate District,Total Votes,"253,549",100.00%
1972,California's 9th Senate District - GOP Hold,Milton Marks (R-inc),"172,071",59.00%
1972,California's 9th Senate District,Ronald Pelosi (D),"116,902",40.08%
1972,California's 9th Senate District,"Jaroslaw ""John"" Szafarski (AI)","2,674",0.92%
